,listing_names,listing_prices,location,netm2,bedroom_number,building_floor_number,floor,heating_system,age,situation,seller,title_dead_status,credit,rent_income
1477,KADIKÖY SUADİYE'DE SATILIK SIFIR 3+2 DUBLEKS TERASLI -GÜNCEL-,8800000,Suadiye,138.0,32.0,8.0,8,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
1478,ŞAŞKINBAKKAL NOTER SOKAK'TA SAHİL TARAFI 3+1 LÜKS DAİRE,13950000,Suadiye,107.0,31.0,7.0,5,Kombi (Doğalgaz),3,Mülk,,,Evet,0.0
1479,Suadiye Minibüs Yolu Üzerinde Satılık 3+1 Daire,6300000,Suadiye,103.0,31.0,7.0,2,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
1480,SUADİYE SAHİLDE DENİZ MANZARALI SIFIR SATILIK DAİRE,15750000,Suadiye,85.0,31.0,1020.0,4,Klima,0,Boş,,,Evet,0.0
1481,OPTİMA'DAN SUADİYEDE DENİZ MANZARALI İSKANLI LÜX 3+1,9725000,Suadiye,140.0,31.0,9.0,6,Klima,11-15,Mülk,,,Evet,0.0
1482,OPTİMA'DAN SUADİYEDE BAĞDAT 'A YAKIN FULL BEYAZ EŞYALI SIFIR 2+1,5295000,Suadiye,55.0,21.0,8.0,7,Kombi (Doğalgaz),,Boş,Danışman,Kat Mülkiyeti,Evet,17000.0
1483,OPTİMA'DAN KAPTAN ARİF ÜZERİ 4 YAŞINDA BİNADA 2+1,4950000,Suadiye,70.0,21.0,7.0,5,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1484,SUADİYE BÜYÜKHANLI 'DA SATILIK 4+1 DAİRE,14750000,Suadiye,190.0,41.0,10.0,3,Klima,21-25,Mülk,,,Evet,0.0
1485,ŞAŞKINBAKKALDA VATANDAŞLIĞA UYGUN DENİZ MANZARALI 3+1 107M2 NET,14750000,Suadiye,107.0,31.0,8.0,4,Klima,4,Boş,,,Evet,0.0
1486,SUADİYEDE 3BALKONLU 3BANYOLU 4+1 220M2 ÖZEL MİMARİ TASARIM DAİRE,14750000,Suadiye,170.0,41.0,10.0,2,Merkezi Sistem,26-30,Boş,,,Evet,0.0
1487,SUADİYEDE 4+1 185 M2 ÖZEL MİMARİ TASARIM BALKONLU LÜKS DAİRE,10785000,Suadiye,160.0,41.0,1020.0,2,Merkezi Sistem,26-30,Boş,,,Evet,0.0
1488,SUADİYE SAHİLDE CADDE VE SAHİLE 1. PARALEL ÖN KULLANIMLI DÜKKAN,6500000,Suadiye,,3.0,,,Kombi (Doğalgaz),0,,,,Evet,0.0
1489,OPTİMA'DAN ÇATALÇEŞME SAHİLDE İÇİ KOMPLE YAPILI BALKONLU 3+1,5950000,Suadiye,77.0,31.0,3.0,1,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1490,OPTİMA'DAN SUADİYEDE PRESTİJLİ YENİ BİNADA BALKONLU FIRSAT 3+1,8750000,Suadiye,102.0,31.0,1020.0,5,Merkezi Sistem (Isı Payı Ölçer),4,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1491,OPTİMA'DAN SUADİYEDE SİTE ÖZELLİKLİ BİNADA GÜVENLİKLİ BALKONLU,6600000,Suadiye,82.0,21.0,1020.0,10,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1492,OPTİMA'DAN SUADİYEDE BAĞDAT CAD. YAKIN 10 YAŞINDA BALKONLU 2+1,6975000,Suadiye,72.0,21.0,1020.0,3,Kombi (Doğalgaz),6-10,Boş,Danışman,Kat İrtifakı,Evet,0.0
1493,ARTVİN EMLAK'TAN SUADİYE 5+2 DUBLEX DENİZ MANZARALI DAİRE,25000000,Suadiye,300.0,52.0,1020.0,13,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Hayır,0.0
1494,OPTİMA'DAN SUADİYE SAHİLDE BUTİK YENİ BİNADA EBEVEYN BANYOLU 2+1,7750000,Suadiye,70.0,21.0,6.0,2,Kombi (Doğalgaz),6-10,Boş,Danışman,Kat Mülkiyeti,Evet,25000.0
1495,OPTİMA'DAN SUADİYEDE SİTE ÖZELLİKLİ BİNADA EBEVEYN BANYOLU 2+1,6650000,Suadiye,81.0,21.0,1020.0,8,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1496,OPTİMA'DAN ŞAŞKINBAKKAL TONOZLUDA YENİ BİNA LUX 2+1 FIRSAT,6950000,Suadiye,75.0,21.0,9.0,4,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1497,OPTİMA'DAN ŞAŞKINBAKKAL SAHİL DENİZ MANZARALI 105 m2 NET 3+1,14750000,Suadiye,105.0,31.0,8.0,4,Yerden Isıtma,4,Boş,Danışman,Kat Mülkiyeti,Evet,30000.0
1498,Ş.BAKKAL BAĞDATA 2. BİNADA 100M2 BALKONLU KOMBİLİ LÜKS,5695000,Suadiye,80.0,21.0,4.0,2,Kombi (Doğalgaz),31-35,Boş,,,Hayır,0.0
1499,OPTİMA'DAN SUADİYE HALİMAĞADA CADDEYE YAKIN YENİ BİNA LUX 2+1,5050000,Suadiye,70.0,21.0,1020.0,2,Kombi (Doğalgaz),3,Kiracılı,Danışman,İskanı Alınmış,Evet,0.0
1500,OPTİMA'DAN SUADİYEDE KAPTANARİF ÜZERİ 2018 YAPIM 2+1 BOŞ DAİRE,4950000,Suadiye,75.0,21.0,7.0,5,Kombi (Doğalgaz),4,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1501,OPTİMA'DAN BAĞDAT CAD. YAKIN MESAFEDE BALKONLU 3+1BALKONLU,6050000,Suadiye,83.0,31.0,1020.0,1,Merkezi Sistem (Isı Payı Ölçer),3,Boş,Danışman,İskanı Alınmış,Hayır,
1502,OPTİMA'DAN BAĞDAT CADDESİNE 2. BİNA GENİŞ BALKONLU 4+1,9500000,Suadiye,140.0,41.0,6.0,5,Klima,26-30,Boş,,,Evet,0.0
1503,OPTİMA'DAN SUADİYE MARMARAYA YAKIN 2022 YAPIMI YENİ BİNADA 2+1,4900000,Suadiye,74.0,21.0,7.0,Giriş Katı,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
1504,YONAT CAKMAN DA SUADİYE SAHİLDE YALI PARSELİNDE ÖZEL BAHÇE KULLA,9250000,Suadiye,100.0,31.0,3.0,Bahçe katı,Merkezi Sistem (Isı Payı Ölçer),31-35,Boş,,,Hayır,0.0
1505,YONAT CAKMAN DAN SUADİYE DE SÜPER KONUMDA HAVUZLU,14750000,Suadiye,175.0,41.0,10.0,2,Merkezi Sistem,26-30,Boş,,,Evet,0.0
1506,SUADİYE BAĞDAT CAD. ÜZERİNDE 160M2 4+1 ÖZEL MİMARİ TASARIM DAİRE,10950000,Suadiye,140.0,41.0,7.0,5,Merkezi Sistem,26-30,Boş,,,Evet,0.0
1507,YONAT CAKMAN DAN ŞAŞKINBAKKAL BAĞDAT CADDESİNE 2.BİNADA,5695000,Suadiye,85.0,21.0,4.0,2,Kombi (Doğalgaz),31-35,Boş,,,Hayır,0.0
1508,SUADİYE SAHİLE 150 METRE'DE SATILIK 3+1 DAİRE MÜSTAKİL GİRİŞ,9250000,Suadiye,90.0,31.0,3.0,Bahçe katı,Merkezi Sistem,31-35,Boş,,Kat Mülkiyeti,Evet,27500.0
1509,Suadiye Bostancı Marmaray Ortası Bağdat Yakını Güvenlikli 2+1,5495000,Suadiye,80.0,21.0,1020.0,1,Klima,2,Boş,,,Evet,0.0
1510,YONAT CAKMAN DAN ŞAŞKINBAKKAL SAHİLDE HAVUZLU,11500000,Suadiye,100.0,31.0,1020.0,7,Merkezi Sistem (Isı Payı Ölçer),4,Kiracılı,,Kat Mülkiyeti,Evet,0.0
1511,YONAT CAKMAN DAN. SUADİYE SAHİLDE RESMİ BAHÇE KULLANIML,12850000,Suadiye,95.0,31.0,1020.0,Bahçe katı,Kombi (Doğalgaz),0,Boş,,Kat Mülkiyeti,Evet,0.0
1512,OPTİMA'DAN SAHİLDE 130M2 3+1 EBEVEYNLİ ÖZEL BAHÇE VE TERASLI,9250000,Suadiye,100.0,31.0,4.0,Müstakil,Klima,31-35,Boş,,,Evet,0.0
1513,SUADİYE İÇİ YAPILI CADDEYE 300m MESAFEDE 3+1 YATIRIMLIK,6950000,Suadiye,105.0,31.0,8.0,Yüksek Giriş,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,,Kat Mülkiyeti,Evet,0.0
1514,SUADİYE BAĞDAT CD. ÇOK YAKIN 4+1 210M2 YATIRIM DEĞERİ YÜKSEK,10950000,Suadiye,160.0,41.0,6.0,4,Klima,31-35,Boş,,,Evet,0.0
1515,DENİZ MANZARALI SUADİYE SAHİLDE YENİ BİNADA EBEVEYNLİ,14750000,Suadiye,107.0,31.0,8.0,4,Klima,4,Boş,,,Evet,0.0
1516,YONAT CAKMAN DAN ŞAŞKINBAKKAL BAĞDAT CADDESİNE 2.BİNADA,5950000,Suadiye,80.0,21.0,4.0,2,Kombi (Doğalgaz),31-35,Boş,,Kat Mülkiyeti,Evet,0.0
1517,MERT'TEN SUADİYE'DE BAHÇELİ 2+1,1835000,Suadiye,75.0,,5.0,Bahçe katı,Kombi (Doğalgaz),31-35,Boş,,,Hayır,0.0
1518,SUADİYE'DE 30M2 BAHÇE KULLANIMLI YENİ BİNADA 115M2 2+1,4250000,Suadiye,88.0,21.0,4.0,Bahçe katı,Klima,6-10,Boş,,,Evet,0.0
1519,BAĞDAT CADDESİNDE KOMPLE KİRACILI SATILIK BİNA,615000000,Suadiye,,,6.0,,Kombi (Doğalgaz),4,,,,Evet,
1520,TRENDHOME ALTUNEL EMLAK SUADİYE BAĞDATA YAKIN MİMARİ DEKORLU 4+1,10785000,Suadiye,160.0,41.0,1020.0,2,Kombi (Doğalgaz),26-30,Boş,,,Evet,0.0
1521,SUADİYE'DE BAĞDAT CD. ÇOK YAKIN YENİ BİNADA 100M2 2+1 SATILIK,5050000,Suadiye,65.0,21.0,8.0,2,Kombi (Doğalgaz),3,Mülk,,,Evet,0.0
1522,SUADİYE'DE 100M2 2+1 SIFIR BİNADA İSKANLI BOŞ SATILIK DAİRE,4900000,Suadiye,75.0,21.0,7.0,7,Kombi (Doğalgaz),0,Boş,,,Evet,0.0
1523,MERT'TEN ŞENESENEVLER DE MİN.CADDESİNDE,4100000,Suadiye,95.0,,8.0,7,Kombi (Doğalgaz),4,Kiracılı,,,Evet,0.0
1524,TRENDHOME ALTUNEL SUADİYE'DE GENÇ BİNA 3+1 EBEVEYN BANYO,8295000,Suadiye,100.0,31.0,6.0,5,Kombi (Doğalgaz),6-10,Boş,,,Evet,0.0
1525,Deprem Sonrası 3+1 135 m2 Net Deniz Manzaralı Satılık Daire,9300000,Suadiye,135.0,31.0,9.0,6,Kombi (Doğalgaz),21-25,Boş,,,Evet,0.0
1526,SUADİYE'DE YATIRIMLIK KİRACILI KOMBİLİ 90m2. 2+1 SATILIK DAİRE,3745000,Suadiye,70.0,21.0,7.0,Giriş Katı,Kombi (Doğalgaz),31-35,Kiracılı,,Kat Mülkiyeti,Evet,6000.0
1527,"SUADİYE BAĞDAT ALTI, SAHİLE 50 MT GENÇ BİNADA EBEYVENLİ 2+1",7450000,Suadiye,85.0,31.0,6.0,6,Kombi (Doğalgaz),4,Boş,,Kat Mülkiyeti,Evet,20000.0
1528,OPTİMA'DAN SUADİYE MİNİBÜS CADDESİ ÜZERİ MASRAFSIZ GENİŞ 3+1,5250000,Suadiye,120.0,31.0,8.0,6,Merkezi Sistem,26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1529,OPTİMA'DAN SUADİYEDE KATTA TEK İÇİ FULL YAPILI 3+1 SUPERLUX,6750000,Suadiye,107.0,31.0,10.0,9,Kombi (Doğalgaz),21-25,Boş,Danışman,Kat İrtifakı,Evet,20000.0
1530,SAHİLDE SIFIR BİNADA KAPANMAZ DENİZ MANZARALI,18250000,Suadiye,85.0,21.0,1020.0,8,Klima,0,Boş,,,Evet,0.0
1531,KOZYATAĞI'NDA 165M2 2 BALKONLU KATTA TEK ULTRA LÜKS,5150000,Kozyatağı,140.0,31.0,8.0,4,Merkezi Sistem (Isı Payı Ölçer),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1532,"TAPU MASRAFSIZ, DENİZ MANZARALI 3+1 SIFIR SATILIK DAİRE",7500000,Kozyatağı,90.0,31.0,1020.0,17,Klima,0,Boş,,,Evet,0.0
1533,KOZYATAĞINDA BAYAR CAD. SIFIR EBEVEYN BANYOLU ÖN CEPHE 3+1 DAİRE,5250000,Kozyatağı,80.0,31.0,10.0,1,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat İrtifakı,Evet,
1534,KOZYATAĞINDA YENİ BİNADA HAVUZLU 3+1 100M2 NET,7395000,Kozyatağı,110.0,31.0,1020.0,12,Merkezi Sistem (Isı Payı Ölçer),3,Boş,Danışman,Kat Mülkiyeti,Evet,
1535,KOZYATAĞI NDA GENİŞ KAPALI BALKONLU EBEVEYN BANYOLU SIFIR 3+1 DA,5750000,Kozyatağı,95.0,31.0,10.0,2,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat İrtifakı,Evet,
1536,Kozyatağı Bayar Caddesine Yakın 3+1 Balkonlu Sıfır Daire,5300000,Kozyatağı,95.0,31.0,10.0,9,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat İrtifakı,Evet,
1537,TEK YETKİLİYİZ.CENTURY 21.SAHRA'DAN 5 YILLIK BİNADA 105M2NET 3+1,7650000,Kozyatağı,105.0,31.0,10.0,7,Merkezi Sistem (Isı Payı Ölçer),5,Boş,Danışman,Kat Mülkiyeti,Evet,17000.0
1538,KOZYATAĞINDA SAKİN SOKAKTA BAKIMLI 2.KAT KOMBİLİ 3+1 DAİRE,3950000,Kozyatağı,110.0,31.0,8.0,2,Kombi (Doğalgaz),31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1539,KOZYATAĞI PLAZALAR BÖLGESİNDE DEKORASYONLU SATILIK OFİS & BÜRO,12990000,Kozyatağı,,4.0,8.0,4,Merkezi Sistem (Isı Payı Ölçer),21-25,Mülk,Danışman,Kat Mülkiyeti,Evet,
1540,KOZYATAĞI CENTRAL HOSPİTAL YAKIN 5.KAT İSKANLI 110m2 SATILIK 3+1,5500000,Kozyatağı,90.0,31.0,8.0,5,Merkezi Sistem,31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,3000.0
1541,"2+1SATILIK DAIRE, KOZYATAĞI'NIN SAKIN VE NEZIH BÖLGESINDE",5400000,Kozyatağı,80.0,21.0,1020.0,11,Klima,6-10,Mülk,,,Evet,0.0
1542,NOVACADDE'DEN KOZYATAĞI SATILIK İSKANLI 2+1 DAİRE,4500000,Kozyatağı,60.0,21.0,1020.0,2,Air Conditioner,0,Vacant,,,Yes,0.0
1543,CENTURY21.SAHRA'DAN AYŞEKADIN'DA 4 YILLIK 3+1 HAVUZLU İÇİ YAPILI,7395000,Kozyatağı,100.0,31.0,1020.0,12,Klima,4,Boş,,,Evet,0.0
1544,"YENİ BİNADA, EBEVEYN BANYOLU 2+1 SATILIK DAİRE",4500000,Kozyatağı,70.0,21.0,1020.0,1,Klima,4,Boş,,,Evet,0.0
1545,KOZZY AVM YAKINI İÇİ TAMAMEN YENİLENMİŞ 3+1 100M2,4450000,Kozyatağı,100.0,31.0,6.0,3,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1546,KOZYATAĞINDA İÇİ TAMAMEN YENİLENMİŞ 3+1 100M2 NETİ OLAN,3950000,Kozyatağı,100.0,31.0,9.0,5,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1547,KOZYATAĞI E-5 GİRİŞİNDE 5200 M2 KOMPLE BİNA,275000000,Kozyatağı,,,10.0,,Merkezi Sistem,2,,Danışman,Kat Mülkiyeti,Evet,
1548,ŞENESENEVLERDE KATTA TEK165M2 NET 3+1 İÇİ TAMAMEN YENİLENMİŞ,5150000,Kozyatağı,165.0,31.0,8.0,2,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1549,KOZZY AVM İLE METRO YAKINI BALKONLU KULLANIŞLI 3 YAŞINDA 3+1 DAİ,5850000,Kozyatağı,95.0,31.0,10.0,4,Merkezi Sistem (Isı Payı Ölçer),3,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1550,Kozyatağı Kozzy AVM'ye Komşu Yeni Binada 3+2 Dubleks Daire,10500000,Kozyatağı,185.0,32.0,10.0,10,Kombi (Doğalgaz),4,,,Kat Mülkiyeti,Evet,0.0
1551,Kozyatağı Bayar Caddesine  Yakın 2+1 Balkonlu Sıfır Daire,4500000,Kozyatağı,75.0,21.0,10.0,6,Merkezi Sistem (Isı Payı Ölçer),0,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1552,Kozzy Yakını 3+1 Satılık Daire,5880000,Kozyatağı,97.0,31.0,1020.0,4,Merkezi Sistem (Isı Payı Ölçer),3,Mülk,,,Evet,0.0
1553,KOZYATAĞI Satılık 115m² Ofis İşyerine Daire İSKANLI,5250000,Kozyatağı,,3.0,9.0,3,Kombi (Doğalgaz),3,Mülk,Danışman,,Evet,
1554,KOZYATAĞININ EN NEZİH BÖLGESİNDE SINIRLI SAYIDA DAİREMİZ KALDI,5350000,Kozyatağı,97.0,31.0,1020.0,8,Klima,0,Boş,,,Evet,0.0
1555,KOZYATAĞI BAYAR CADDESİ ÜZERİNDE 130 M2 DÜKKAN,6000000,Kozyatağı,111.0,1.0,7.0,Zemin Kat,Kombi (Doğalgaz),16-20,Kiracılı,Danışman,,Evet,
1556,Kozyatağı Bayar Caddesinde 4+1 Mimari Dekorlu Daire EMLAK MASASI,6500000,Kozyatağı,135.0,41.0,10.0,4,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1557,Kozyatağı Bayar Caddesi Üzerinde 3+1 Lüks Daire EMLAK MASASI,4980000,Kozyatağı,120.0,31.0,1020.0,13,Merkezi Sistem,26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1558,Kozyatağı Kozzy AVM'ye  Yakın 3+1 Daire EMLAK MASASI,3950000,Kozyatağı,100.0,31.0,9.0,5,Merkezi Sistem,31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1559,ŞENESENEVLER MAHALLESİNDE SATILIK DÜKKAN,1250000,Kozyatağı,20.0,1.0,,,Kombi (Doğalgaz),6-10,,,,Evet,0.0
1560,İst. Kozyatağı Ana Arter'de YATIRIMCI' ya SATILIK KUPON BİNA,73589000,Kozyatağı,,,10.0,,Merkezi Sistem,16-20,Kiracılı,Danışman,İskanı Alınmış,Evet,
1561,ANA CADDE ÜZERİNDE 300 M2 DÜKKAN,15000000,Kozyatağı,255.0,2.0,10.0,Zemin Kat,Kombi (Doğalgaz),0,Boş,Danışman,Kat Mülkiyeti,Evet,
1562,KOZYATAĞI E-5 YAKIN SATILIK KOMPLE PLAZA!!,150000000,Kozyatağı,,,10.0,,Merkezi Sistem,1,Boş,,,Hayır,
1563,"MELTEM KULE'DE, DENİZ MANZARALI, İSKANLI 5+2 SATILIK DUBLEKS",10500000,Kozyatağı,250.0,52.0,20.0,20 ve üzeri,Klima,2,Kiracılı,,,Evet,0.0
1564,KOZYATAĞINDA YENİ SIFIR DUBLEKS DAİRE 190 M2,9500000,Kozyatağı,160.0,51.0,10.0,10,Kombi (Doğalgaz),0,Boş,Danışman,Kat İrtifakı,Evet,
1565,"2+1SATILIK DAIRE, KOZYATAĞI'NIN SAKIN VE NEZIH BÖLGESINDE",5400000,Kozyatağı,80.0,21.0,1020.0,11,Klima,6-10,Mülk,Danışman,Kat Mülkiyeti,Evet,0.0
1566,KOZYATAĞI METRO İST İLE KOZZY AVM ARASI GÜNEY CEPHELİ 3+1 DAİRE,4000000,Kozyatağı,100.0,31.0,10.0,8,Kalorifer (Doğalgaz),26-30,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1567,KOZYATAĞI BAYTUR KONUTLARINDA SATILIK BÜYÜK TİP 1+1 DAİRE,3250000,Kozyatağı,54.0,11.0,20.0,19,Merkezi Sistem,11-15,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1568,TEK YETKİLİ CENTURY 21.SAHRA'DAN KAYASULTAN SOKAKTA YATIRIMLIK,2975000,Kozyatağı,,2.0,,,Kombi (Doğalgaz),6-10,,,,Evet,0.0
1569,KOZYATAĞI BAYAR CADDESİNDE DENİZ MANZARALI 5+2 DUBLEKS,11790000,Kozyatağı,151.0,52.0,1020.0,14,Merkezi Sistem (Isı Payı Ölçer),0,Boş,,,Evet,0.0
1570,Kadıköy Kozyatağı nda 3+1 Satılık Daire,3575000,Kozyatağı,135.0,31.0,5.0,1,Kombi (Doğalgaz),31-35,Boş,,,Evet,0.0
1571,KOZYATAĞI SATILIK 2+1 METRO VE MARMARAY A YAKIN,3100000,Kozyatağı,65.0,21.0,9.0,Giriş Katı,Merkezi Sistem,31-35,Kiracılı,,,Evet,0.0
1572,KOZYATAĞIN 3+1 SATILIK / 3+1 FOR SALE,3500000,Kozyatağı,95.0,31.0,5.0,2,Merkezi Sistem,31-35,Mülk,,,Evet,0.0
1573,KOZYATAĞI E5 e YAKIN BİR YAŞINDA KOMBİLİ 3+1 SATILIK DAİRE,4550000,Kozyatağı,83.0,31.0,9.0,4,Kombi (Doğalgaz),1,Mülk,Danışman,Kat İrtifakı,Evet,0.0
1574,MERT'TEN ŞENESENEVLER'DE DEPOLU DÜKKAN,1500000,Kozyatağı,,2.0,,,Klima,,,,,Evet,0.0
1575,SUADİYE AYŞEÇAVUŞTA MİNÜBÜS CAD.2. BİNADA 2 BALKONLU 140 m2 3+1,4450000,Kozyatağı,120.0,31.0,8.0,8,Merkezi Sistem,26-30,Boş,,Kat Mülkiyeti,Evet,12000.0
1576,"KOZZY AVM'YE YAKIN ÇİFT BALKONLU,EBEYVENLİ,135 m2 HARİKA 3+1",4350000,Kozyatağı,110.0,31.0,7.0,4,Merkezi Sistem,26-30,Boş,,Kat Mülkiyeti,Evet,13000.0
1577,ARTVİN EMLAK'TAN KOZYATAĞINDA 2+1 80M2 MÜSTAKİL GİRİŞLİ,2850000,Kozyatağı,75.0,,,,,,,,,Evet,0.0
1578,"BOSTANCI SAHİLDE ÖNÜ KAPANMAZ 160 M2, 4+1 SATILIK DAİRE",9950000,Bostancı,130.0,41.0,3.0,3,Kombi (Doğalgaz),40,Kiracılı,Danışman,,Evet,
1579,Bostancı Deniz Otobüsüne çok yakın sahile 1.Binada 3+1 girişkatı,6950000,Bostancı,107.0,,5.0,,Merkezi Sistem,40,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1580,Bostancı'da cadde üzerinde yeni binada 184m2 çift daire,10950000,Bostancı,180.0,,9.0,4,Kombi (Doğalgaz),6-10,,,Kat Mülkiyeti,Evet,
1581,Bostancı Deniz Otobüsüne çok yakın sahile 1.Binada 3+1 girişkatı,6950000,Bostancı,107.0,31.0,,Giriş Katı,Merkezi Sistem,40,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1582,ÇATALÇEŞME BAĞDAT CAD.5 YILLIK 3.KAT İSKANLI 258m2 SATILIK 4+2,36000000,Bostancı,220.0,42.0,4.0,3,Kalorifer (Doğalgaz),6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,50.0
1583,BOSTANCI GÖSTERİ MERKEZİNE KOMŞU 175M2 4+1 SATILIK YATIRIMLIK..,5250000,Bostancı,145.0,41.0,7.0,2,Merkezi Sistem,26-30,Mülk,Danışman,Kat Mülkiyeti,Evet,8000.0
1584,BOSTANCI'DA MERKEZİ KONUMDA 3+1 FERAH ARAKAT DAİRE,5100000,Bostancı,85.0,31.0,5.0,4,Merkezi Sistem,31-35,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1585,SUADİYE-ÇATALÇEŞME SAHİLE 3. BİNADA 3 YILLIK 120M2 BALKONLU LÜKS,9875000,Bostancı,90.0,31.0,1020.0,1,Kombi (Doğalgaz),3,Boş,Danışman,Kat Mülkiyeti,Evet,
1586,BOSTANCI MİNİBÜSE YAKIN 95M2 KOMBİLİ OTOPARKLI LÜKS,3250000,Bostancı,75.0,21.0,8.0,Yüksek Giriş,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,
1587,BOSTANCI PROF.DR.ALİ NİHAT TARLAN CADDESİ ÜZERİNDE 70 M2 DÜKKAN,6000000,Bostancı,60.0,2.0,2.0,Zemin Kat,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat Mülkiyeti,Evet,
1588,TURYAP GÖZTEPE DEN BOSTANCI GÖSTERİ MERKEZİ 3+1 SATILIK DAİRE,5550000,Bostancı,95.0,31.0,1020.0,3,Kombi (Doğalgaz),4,Mülk,,Kat Mülkiyeti,Evet,0.0
1589,KIRACILI BOSTANCI KOCAYOL CAD. HABITAT POINT 4+1 HAVUZLU 150 M2,6300000,Bostancı,128.0,41.0,9.0,2,Klima,6-10,Kiracılı,,,Evet,15000.0
1590,Bostancı Residence & Güvenlikli Site İçinde 3+1 Satılık Daire %,5990000,Bostancı,100.0,31.0,1020.0,4,Kombi (Doğalgaz),6-10,Kiracılı,,Kat Mülkiyeti,Evet,
1591,"İSKANLI, BALKONLU, 3+1 SATILIK DAİRE (Yabancı Satışına Uygundur)",5750000,Bostancı,100.0,31.0,1020.0,1,Klima,6-10,Kiracılı,,,Evet,0.0
1592,ALKAYA'DAN BOSTANCI METRO VE MİNİBÜS CD YAKINI SATILIK 3+1 DAİRE,3590000,Bostancı,115.0,31.0,8.0,8,Kombi (Doğalgaz),26-30,,,Kat Mülkiyeti,Evet,0.0
1593,ALKAYA'DAN BOSTANCI SİTELER BÖLGESİNDE SATILIK 3+1 ARA KAT DAİRE,4500000,Bostancı,110.0,31.0,7.0,6,Kombi (Doğalgaz),21-25,,,Kat İrtifakı,Evet,13000.0
1594,"BOSTANCI LUNAPARK YAKINI ULAŞIMI KOLAY,YATIRIM DEĞERİ YÜKSEK 3+1",4450000,Bostancı,125.0,31.0,1020.0,10,Kombi (Doğalgaz),21-25,Kiracılı,Danışman,Kat İrtifakı,Evet,0.0
1595,Bostancı Mah. 4+1 170 M2 Satılık Sıfır Dubleks Daire,4450000,Bostancı,140.0,41.0,7.0,7,Kombi (Doğalgaz),1,Boş,,,Evet,0.0
1596,Bostancıda Metroya Yakın Mimari Dekorlu 3+1 Balkonlu Daire,3995000,Bostancı,115.0,31.0,7.0,3,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1597,Bostancıda Gösteri Merkezine Yakın Yeni Binada 2+1 Daire,3150000,Bostancı,50.0,21.0,9.0,Yüksek Giriş,Kombi (Doğalgaz),6-10,Kiracılı,Danışman,Kat Mülkiyeti,Evet,0.0
1598,Bostancıda Gösteri Merkezine Yakın 3+1 Mimari Dekorlu Daire,3950000,Bostancı,120.0,31.0,6.0,2,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1599,Bostancı Minibüs Caddesi Yakın 3+1 Mimari Dekorlu Daire,5750000,Bostancı,136.0,31.0,7.0,1,Kombi (Doğalgaz),26-30,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
1600,Bostancı Siteler Bölgesinde Metroya Yakın 3+1 Lüks Daire,3950000,Bostancı,115.0,31.0,8.0,2,Kombi (Doğalgaz),31-35,Boş,Danışman,Kat Mülkiyeti,Evet,0.0
